order_id,order_date,payment_method,order_total,customer_id,customer_name,area,customer_segment,product_id,product_name,category,brand,quantity,unit_price,item_total,delivery_time_minutes,distance_km,delivery_status,delivery_flag,order_month,order_type
1769493463,2024-06-26 07:13:47,Wallet,2541.32,3292927,Nisha Iyer,Rewa,New,709916,Detergent,Household Care,Varkey LLC,3,33.76,101.28,-5,1.21,On Time,On Time,2024-06,High Value
5003387344,2024-06-23 10:53:47,Wallet,2475.69,26592009,Michael Dhingra,Adoni,Premium,67197,Butter,Dairy & Breakfast,Shetty-Bora,3,552.2,1656.6000000000001,-5,4.52,On Time,On Time,2024-06,High Value
2064484752,2024-05-07 22:42:49,Wallet,1949.92,89995124,Gauri Butala,Muzaffarpur,Premium,937542,Wheat Flour,Grocery & Staples,Khurana and Sons,3,97.04,291.12,-5,2.29,On Time,On Time,2024-05,High Value
964822979,2024-07-13 10:38:00,Wallet,5804.23,88520326,Chasmum Dhaliwal,Asansol,Premium,455755,Detergent,Household Care,Mangal-Sathe,2,44.09,88.18,-2,1.09,On Time,On Time,2024-07,High Value
6037899648,2024-03-27 17:44:43,Cash,1231.03,22738465,Gabriel Oak,Narasaraopet,Inactive,669378,Potatoes,Fruits & Vegetables,Chadha and Sons,1,212.14,212.14,4,4.56,On Time,On Time,2024-03,High Value
9347571484,2024-11-02 17:15:15,Card,3138.06,29562072,Edhitha Ranganathan,Hindupur,New,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",2,877.98,1755.96,13,3.29,Slightly Delayed,On Time,2024-11,High Value
3286177534,2023-06-24 23:52:15,Wallet,3612.26,10225164,Siya Parmer,Dehri,Inactive,891833,Curd,Dairy & Breakfast,Mani PLC,1,493.19,493.19,-2,3.07,On Time,On Time,2023-06,High Value
9073572548,2023-05-02 23:13:42,Card,1091.89,97111069,Megha Hora,North Dumdum,Inactive,60619,Iced Tea,Cold Drinks & Juices,Bhasin LLC,1,726.41,726.41,22,4.77,Significantly Delayed,On Time,2023-05,High Value
8395583761,2024-08-04 23:35:44,UPI,410.62,1989720,Anusha Bahri,Saharanpur,Inactive,561860,Orange Juice,Cold Drinks & Juices,Gupta Ltd,3,874.78,2624.34,-5,3.53,On Time,On Time,2024-08,Normal
6355378227,2023-08-11 16:52:36,UPI,5019.02,67092149,Daksh Atwal,Davanagere,Premium,993331,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",1,102.44,102.44,-1,3.91,On Time,On Time,2023-08,High Value
277376321,2024-07-28 04:25:12,Wallet,3694.48,89784343,Radhika Kaul,Dibrugarh,Premium,94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",3,77.11,231.32999999999998,-1,3.85,On Time,On Time,2024-07,High Value
8559748526,2023-04-05 18:07:19,Wallet,1152.09,45868300,Isha Sheth,Ratlam,Premium,552496,Dish Soap,Household Care,Dhar PLC,1,508,508,1,0.94,On Time,On Time,2023-04,High Value
1458051433,2024-04-26 09:14:56,UPI,1055.18,50760752,Yug Varughese,Maheshtala,New,57405,Baby Food,Baby Care,Srinivas PLC,3,607.67,1823.0099999999998,-4,2.75,On Time,On Time,2024-04,High Value
5838302640,2023-05-12 05:46:25,UPI,3377.44,96795047,Osha Desai,Chittoor,New,240179,Cough Syrup,Pharmacy,Ram-Suri,3,90.56,271.68,7,1.7,Slightly Delayed,On Time,2023-05,High Value
1380971977,2024-06-02 13:04:55,Cash,3117.74,16561710,Isaiah Natt,Baranagar,New,602241,Nuts,Snacks & Munchies,Bahl-Pau,3,976.55,2929.6499999999996,-5,4.09,On Time,On Time,2024-06,High Value
1221099013,2023-07-23 10:45:59,Wallet,4335.11,35156679,Chakradev Verma,Etawah,Premium,131937,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",1,287.81,287.81,2,3.15,On Time,On Time,2023-07,High Value
6771166303,2023-07-24 04:21:07,Wallet,816.38,87718744,Max Pandit,Bathinda,Regular,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3,212.61,637.83,12,2.55,Slightly Delayed,On Time,2023-07,Normal
7111337755,2023-05-06 05:52:44,Cash,1550.71,10524732,Bhavna Ramesh,Rajahmundry,Regular,888807,Bread,Dairy & Breakfast,Arya Group,3,230.58,691.74,-3,3.44,On Time,On Time,2023-05,High Value
5562922993,2023-12-06 02:04:19,Wallet,2292.64,62416456,Diya Chakrabarti,Medininagar,Inactive,540618,Popcorn,Snacks & Munchies,Golla-Luthra,1,317.05,317.05,3,1.64,On Time,On Time,2023-12,High Value
5630957897,2024-06-18 07:17:42,Wallet,827.44,69925688,Yashica Sehgal,Nandyal,Inactive,876139,Pulses,Grocery & Staples,Cherian-Dara,2,415.75,831.5,4,3.92,On Time,On Time,2024-06,Normal
1787380558,2023-11-08 17:24:58,Cash,2066.77,5140660,Tripti Loke,Akola,Inactive,444361,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",3,822.63,2467.89,2,2.8,On Time,On Time,2023-11,High Value
32613017,2023-03-17 00:20:41,Card,2354.28,82594354,Harinakshi Sule,Avadi,Regular,451812,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",1,530.85,530.85,0,4,On Time,On Time,2023-03,High Value
2039041670,2024-11-01 09:45:47,Wallet,96.33,88324928,Geetika Nanda,Alappuzha,Regular,287070,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",1,443.17,443.17,15,2.12,Slightly Delayed,On Time,2024-11,Normal
210693801,2024-08-21 03:59:25,UPI,3561.22,71235336,Gabriel Sawhney,Bokaro,Regular,432617,Baby Wipes,Baby Care,Dora-Pillai,3,863.18,2589.54,2,2.5,On Time,On Time,2024-08,High Value
8120002258,2024-01-01 00:05:08,Card,1213.05,57833505,Pooja Nadkarni,Thrissur,New,131937,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",1,287.81,287.81,-4,2.43,On Time,On Time,2024-01,High Value
2177917034,2024-02-08 20:03:51,Card,3134.8,12402437,Kamala Rama,Rajahmundry,New,144124,Detergent,Household Care,Lalla-Srinivasan,2,162.67,325.34,9,0.73,Slightly Delayed,On Time,2024-02,High Value
4254814926,2024-04-21 06:14:58,Wallet,3818.33,59890331,Raagini Badal,Chennai,Premium,324809,Bread,Dairy & Breakfast,Sidhu PLC,1,608,608,-1,1.74,On Time,On Time,2024-04,High Value
6074172790,2023-07-26 02:15:37,Wallet,2008.84,14944819,Triya Patla,Anand,Premium,888807,Bread,Dairy & Breakfast,Arya Group,2,230.58,461.16,4,2.48,On Time,On Time,2023-07,High Value
3381573131,2024-07-16 00:33:21,Cash,114.52,67386193,Wakeeta Khurana,Pali,Regular,684939,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",1,727.95,727.95,-5,4.91,On Time,On Time,2024-07,Normal
3773745777,2024-05-02 14:40:25,Card,1488.19,67701771,Gaurav Sodhi,Mathura,Premium,734789,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",1,395.82,395.82,0,3.31,On Time,On Time,2024-05,High Value
9251939156,2023-12-30 12:39:53,Cash,891.6,89910157,Dayamai Ray,Khandwa,New,876139,Pulses,Grocery & Staples,Cherian-Dara,3,415.75,1247.25,7,2.35,Slightly Delayed,On Time,2023-12,Normal
3872982303,2024-02-03 01:04:33,Wallet,1779.45,15484407,Saksham Kaur,Kakinada,Premium,56589,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",2,517.77,1035.54,1,2.6,On Time,On Time,2024-02,High Value
2625987757,2023-08-01 07:42:43,UPI,169.88,10769994,Tripti Tandon,Begusarai,Regular,890232,Mango Drink,Cold Drinks & Juices,Jha Group,1,432,432,2,4.7,On Time,On Time,2023-08,Normal
3162249401,2024-05-03 13:21:58,Cash,4406.98,85519349,Harshil Kari,Anand,New,432617,Baby Wipes,Baby Care,Dora-Pillai,1,863.18,863.18,0,1.72,On Time,On Time,2024-05,High Value
3108986741,2023-10-17 19:29:19,Wallet,2401.92,49241309,Pahal Palla,Gurgaon,Inactive,687218,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",3,317.82,953.46,1,2.09,On Time,On Time,2023-10,High Value
1851474741,2023-11-01 13:29:17,Card,3742.79,23348269,Rudra Dutta,Ahmednagar,Inactive,970529,Diapers,Baby Care,"Kurian, Patla and Sanghvi",3,827.44,2482.32,9,4.09,Slightly Delayed,On Time,2023-11,High Value
2425099132,2023-08-15 01:15:08,Wallet,2498.22,85016568,Rudra Mall,Tinsukia,Regular,604184,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",2,397.55,795.1,4,1.07,On Time,On Time,2023-08,High Value
6706793332,2024-10-09 21:50:33,UPI,949.75,6247821,Mekhala Vora,Panvel,Regular,615545,Soap,Personal Care,Barman Inc,2,448.16,896.32,12,2.99,Slightly Delayed,On Time,2024-10,Normal
2149289255,2024-11-01 15:00:29,Cash,2687.31,57579640,Sneha Amble,Siwan,Premium,567671,Biscuits,Snacks & Munchies,Nagar LLC,3,418.48,1255.44,19,2.56,Significantly Delayed,On Time,2024-11,High Value
1971008155,2023-10-23 22:23:41,Cash,1866.01,2457734,Onkar Garg,Ahmednagar,Premium,222892,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,1,869.22,869.22,-4,0.86,On Time,On Time,2023-10,High Value
2087093460,2024-07-11 11:31:57,Card,4198.33,59329145,William Guha,Gulbarga,Regular,34186,Mangoes,Fruits & Vegetables,Mandal-Kar,2,925.65,1851.3,-1,0.77,On Time,On Time,2024-07,High Value
2116712588,2023-11-11 20:33:38,Wallet,44.35,24043135,Edhitha Bassi,Bijapur,Inactive,891833,Curd,Dairy & Breakfast,Mani PLC,1,493.19,493.19,3,4.26,On Time,On Time,2023-11,Normal
6054358790,2024-01-26 10:11:06,Wallet,3217.7,59216664,Netra Keer,Deoghar,Regular,532965,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,1,307.23,307.23,-5,3.96,On Time,On Time,2024-01,High Value
532660797,2024-05-20 06:25:18,UPI,2683.73,41008070,Libni Dua,Vijayawada,New,962054,Orange Juice,Cold Drinks & Juices,Toor-Nagar,2,16.86,33.72,14,4.9,Slightly Delayed,On Time,2024-05,High Value
1491991005,2024-03-04 08:49:03,Wallet,3472.55,52215833,Lipika Parmer,Sirsa,Regular,33955,Frozen Pizza,Instant & Frozen Food,Baral Group,1,186.08,186.08,0,0.89,On Time,On Time,2024-03,High Value
4136019599,2024-03-23 18:38:14,Wallet,1131.05,74179536,Hitesh Ray,Nizamabad,Inactive,644847,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",3,622.81,1868.4299999999998,3,4.58,On Time,On Time,2024-03,High Value
2122832513,2024-02-17 19:48:14,UPI,2037.94,55028958,Pavani Yadav,Howrah,New,954722,Ice Cream,Instant & Frozen Food,Mohan-Virk,1,616.45,616.45,20,3.97,Significantly Delayed,On Time,2024-02,High Value
3717703595,2023-04-24 21:33:02,Card,1756.7,88965399,Darsh Sura,Guntur,Regular,500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,3,154.5,463.5,-1,2.48,On Time,On Time,2023-04,High Value
3194733693,2023-07-05 10:13:13,UPI,2552.88,21866852,Ojas Morar,Guwahati,Premium,240179,Cough Syrup,Pharmacy,Ram-Suri,2,90.56,181.12,7,1.74,Slightly Delayed,On Time,2023-07,High Value
4471162437,2024-02-06 12:38:50,Card,3355.65,27971619,Wriddhish Anne,Mirzapur,New,820973,Baby Wipes,Baby Care,Lall LLC,1,114.52,114.52,0,3.78,On Time,On Time,2024-02,High Value
1609331948,2024-01-04 14:06:21,UPI,3648.36,8791577,Warda Kohli,Madhyamgram,Regular,490602,Sugar,Grocery & Staples,Raghavan Inc,3,549.47,1648.41,0,1.56,On Time,On Time,2024-01,High Value
6920030794,2024-06-24 02:37:36,UPI,2936.64,70372270,Yadavi Garg,Ichalkaranji,New,256783,Pet Treats,Pet Care,"Basu, Thakur and Rege",2,906.54,1813.08,-2,3.47,On Time,On Time,2024-06,High Value
5127172657,2024-06-11 18:11:31,Cash,2185.5,32293017,Samarth Kapoor,Gudivada,Inactive,913428,Pet Treats,Pet Care,Narayanan-Kumar,2,392.22,784.44,20,4.41,Significantly Delayed,On Time,2024-06,High Value
8607115856,2023-10-09 04:42:34,UPI,739.34,15931134,Azaan Gara,Darbhanga,Inactive,324809,Bread,Dairy & Breakfast,Sidhu PLC,1,608,608,-3,2.33,On Time,On Time,2023-10,Normal
7154957395,2023-04-09 10:10:33,Wallet,2696.84,60700850,Ishwar Dubey,Tezpur,Regular,516376,Onions,Fruits & Vegetables,Agarwal-Dhar,1,877.43,877.43,0,2.28,On Time,On Time,2023-04,High Value
2070762702,2023-10-04 10:20:55,Cash,2457.2,34761418,Nitesh De,Bhilwara,New,566052,Pain Reliever,Pharmacy,"Apte, Soman and Raju",3,87.3,261.9,15,3.61,Slightly Delayed,On Time,2023-10,High Value
3697242439,2024-10-15 12:30:13,Cash,2179.49,99361865,Ekantika Ravel,Berhampur,New,897083,Detergent,Household Care,Dutta-Halder,2,972.69,1945.38,-1,4.71,On Time,On Time,2024-10,High Value
3063427913,2023-09-21 02:17:46,Card,4419.03,75984768,Dev Deshpande,Guwahati,Regular,799952,Cheese,Dairy & Breakfast,Padmanabhan-Virk,2,922.64,1845.28,3,4.76,On Time,On Time,2023-09,High Value
2060061337,2023-04-15 22:56:08,Wallet,3041.62,29272253,Brijesh Nadkarni,Kolhapur,New,690565,Cookies,Snacks & Munchies,"Roy, Seth and Patla",1,951.27,951.27,12,3.08,Slightly Delayed,On Time,2023-04,High Value
4625892678,2023-06-18 19:23:45,Wallet,3166.49,80371626,Yashasvi Divan,Karimnagar,New,317242,Pulses,Grocery & Staples,Rastogi Group,1,198.15,198.15,4,2.74,On Time,On Time,2023-06,High Value
6045698170,2024-01-24 17:03:49,UPI,222.15,666589,Kevin Bassi,Morbi,Regular,965755,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama",3,532.57,1597.71,5,3.86,On Time,On Time,2024-01,Normal
7876289647,2024-08-07 07:55:29,UPI,3218.62,98858383,Janani Gill,Dehri,Regular,863930,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",1,242.57,242.57,12,2.54,Slightly Delayed,On Time,2024-08,High Value
3434084714,2024-02-02 02:54:20,Cash,1179.41,46836361,Champak Nazareth,Bikaner,Premium,264803,Vitamins,Pharmacy,Gole-Doshi,2,995.98,1991.96,-2,3.51,On Time,On Time,2024-02,High Value
9031695663,2024-01-17 01:23:06,Card,2316.01,94730288,Idika Bath,Rampur,Regular,697683,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",1,123.74,123.74,6,3.71,Slightly Delayed,On Time,2024-01,High Value
1955989715,2023-12-27 06:52:23,Wallet,1931.35,77862447,Tejas Doshi,Bally,New,679284,Cough Syrup,Pharmacy,Pant LLC,1,877.89,877.89,2,4.81,On Time,On Time,2023-12,High Value
3459500455,2023-12-18 00:37:55,UPI,2581.78,16379942,Harshil Kuruvilla,Orai,Inactive,992178,Pain Reliever,Pharmacy,Basu and Sons,1,632.43,632.43,2,2.66,On Time,On Time,2023-12,High Value
5953376503,2024-05-25 03:53:54,Wallet,650.2,79169760,Benjamin Kant,Nagaon,New,300159,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry",1,44.35,44.35,16,0.56,Significantly Delayed,On Time,2024-05,Normal
121874867,2023-03-28 00:53:55,UPI,2596.92,94529626,Gavin Kaur,Pudukkottai,New,952124,Onions,Fruits & Vegetables,"Wali, Sood and Bala",3,127.08,381.24,-5,3.08,On Time,On Time,2023-03,High Value
2460545397,2024-10-27 11:26:03,Wallet,474.34,42872865,Vasatika Chatterjee,Bulandshahr,Inactive,925482,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,1,475.04,475.04,11,2.53,Slightly Delayed,On Time,2024-10,Normal
9690050839,2024-01-13 02:34:24,Wallet,2551.93,55803572,Champak Palla,Rewa,Premium,500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,2,154.5,309,5,3.82,On Time,On Time,2024-01,High Value
2574349065,2024-04-17 14:33:32,Wallet,4476.55,51547198,Kashvi Date,Agartala,Premium,123983,Cough Syrup,Pharmacy,Kurian-Chhabra,3,785.67,2357.0099999999998,1,1.72,On Time,On Time,2024-04,High Value
2461936988,2023-07-20 23:11:57,Cash,4196.95,14428954,Viraj Tank,Medininagar,Premium,272170,Ice Cream,Instant & Frozen Food,Purohit Group,2,140.8,281.6,19,4.4,Significantly Delayed,On Time,2023-07,High Value
6447596416,2023-10-08 18:18:29,Card,4965.12,76987910,Oeshi Kannan,Shahjahanpur,Inactive,70969,Carrots,Fruits & Vegetables,Mohan Group,1,631.7,631.7,-4,4.27,On Time,On Time,2023-10,High Value
7228452275,2023-05-13 01:06:33,Card,326.42,42262168,Mason Iyengar,Avadi,Regular,757274,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",2,98.32,196.64,0,4.62,On Time,On Time,2023-05,Normal
6696750742,2023-04-02 17:43:16,Wallet,2509.56,5277675,Vansha Deol,Ghaziabad,Premium,14145,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",2,630.84,1261.68,0,4.39,On Time,On Time,2023-04,High Value
822235931,2023-08-09 07:17:16,Wallet,4866.15,44410149,Dhruv Patel,Pondicherry,New,611575,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",3,482.06,1446.18,15,1.42,Slightly Delayed,On Time,2023-08,High Value
7678251499,2023-04-23 13:27:40,Cash,3141.37,17805991,Jhalak Rai,Dhule,New,704868,Detergent,Household Care,"Parikh, Oak and Kara",1,193.46,193.46,5,1.85,On Time,On Time,2023-04,High Value
2497341976,2023-09-21 09:06:49,Wallet,3414.57,9097480,Hamsini Verma,Bihar Sharif,Premium,451933,Wheat Flour,Grocery & Staples,Nadig Ltd,1,568.94,568.94,1,1.33,On Time,On Time,2023-09,High Value
9107314128,2024-05-20 16:19:17,Wallet,545.49,79591237,Osha Warrior,Thane,Premium,820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",3,576.22,1728.66,-1,2.2,On Time,On Time,2024-05,Normal
9855726256,2023-05-17 07:50:53,Card,479.57,8651281,Jonathan Seshadri,Ranchi,Premium,349294,Onions,Fruits & Vegetables,Ganesan Ltd,2,934.75,1869.5,-2,0.96,On Time,On Time,2023-05,Normal
9398719862,2024-07-19 09:22:31,Card,4255,14991661,Logan Nigam,Chandrapur,New,615545,Soap,Personal Care,Barman Inc,2,448.16,896.32,4,0.85,On Time,On Time,2024-07,High Value
379494532,2024-07-07 13:29:33,UPI,3609.27,9650263,Samar Vasa,Gandhidham,New,654297,Potatoes,Fruits & Vegetables,Chandran-Dass,3,13.25,39.75,2,3.39,On Time,On Time,2024-07,High Value
1048784963,2023-09-07 13:18:38,Card,1159.84,58942207,Krisha Sama,Patna,Regular,451933,Wheat Flour,Grocery & Staples,Nadig Ltd,2,568.94,1137.88,-5,2.18,On Time,On Time,2023-09,High Value
4386246924,2024-08-27 10:06:15,Card,2026.78,69632084,Max Sandal,Etawah,Premium,613942,Pet Treats,Pet Care,"Dyal, Saraf and Goel",2,545,1090,26,3.44,Significantly Delayed,On Time,2024-08,High Value
2050362692,2024-10-30 11:23:04,Cash,2363.42,79991320,Ojas Bawa,Kumbakonam,New,366066,Soap,Personal Care,Mandal LLC,1,918.58,918.58,3,3.48,On Time,On Time,2024-10,High Value
4142963293,2024-11-03 03:45:46,Cash,3686.26,34567918,Meghana Ranganathan,Latur,Inactive,287070,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",1,443.17,443.17,3,1.26,On Time,On Time,2024-11,High Value
9753528654,2024-07-26 07:24:16,Cash,109.03,61522288,Gunbir Kala,Tiruppur,New,137909,Cough Syrup,Pharmacy,Dalal PLC,1,864.3,864.3,-2,1.84,On Time,On Time,2024-07,Normal
8126970833,2024-09-14 20:27:40,Wallet,4398.35,14161586,Aachal Nazareth,Bettiah,Premium,700048,Dish Soap,Household Care,Khalsa-Bhavsar,3,141.28,423.84000000000003,26,1.13,Significantly Delayed,On Time,2024-09,High Value
9747814712,2023-12-16 15:38:05,Wallet,2333.7,16359370,Harsh Gaba,South Dumdum,Premium,256783,Pet Treats,Pet Care,"Basu, Thakur and Rege",2,906.54,1813.08,3,1.23,On Time,On Time,2023-12,High Value
6281619403,2023-04-09 18:56:42,UPI,3374.44,77921718,Raghav Bassi,Thrissur,Premium,131136,Salt,Grocery & Staples,Deshpande-Rama,2,37.8,75.6,-5,4.51,On Time,On Time,2023-04,High Value
436184281,2023-11-20 12:36:18,Card,3147.92,78614729,Finn Goswami,Tiruvottiyur,New,15314,Cheese,Dairy & Breakfast,Banik-Ratta,3,578.85,1736.5500000000002,27,0.74,Significantly Delayed,On Time,2023-11,High Value
9799231260,2024-03-07 08:59:56,Wallet,872.83,22077605,Megha Sachar,Aligarh,Inactive,39154,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",3,946.86,2840.58,4,0.9,On Time,On Time,2024-03,Normal
4071811527,2023-07-26 15:38:48,Card,1872.01,66023110,Joshua Mishra,Kottayam,New,661577,Cat Food,Pet Care,Majumdar PLC,1,720.95,720.95,9,2.39,Slightly Delayed,On Time,2023-07,High Value
5645359563,2024-08-08 23:28:23,Card,2624.29,87160527,Gautam Ravel,Bulandshahr,New,723678,Dog Food,Pet Care,"Lall, Datta and Swamy",3,675.46,2026.38,-5,4.78,On Time,On Time,2024-08,High Value
9411813703,2023-09-25 22:56:09,Wallet,4433,62600289,Tanmayi Zachariah,Udaipur,Inactive,557908,Vitamins,Pharmacy,Sundaram Inc,3,942.37,2827.11,5,0.65,On Time,On Time,2023-09,High Value
4270217473,2024-02-01 08:48:55,Cash,505.5,54580166,Jason Pradhan,Silchar,Regular,336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",2,936.98,1873.96,0,1.23,On Time,On Time,2024-02,Normal
279851011,2023-04-11 09:45:14,Card,3495.33,12967305,Bhavani Sood,Durg,New,34186,Mangoes,Fruits & Vegetables,Mandal-Kar,3,925.65,2776.95,-1,4.34,On Time,On Time,2023-04,High Value
